snapshot_id,target_date,generated_at,pipeline_stage,fixture_id,league,home_team,away_team,market_primary,market_alt,experiment_id,source_candidate_version,odds_market_name,bookmaker_count,odds_available_flag,selected_price,median_price,best_price,implied_probability,odds_dispersion_score,source_file,source_file_hash,snapshot_rebuild_mode,true_pre_snapshot_available_flag,clv_usable_for_threshold_calibration_flag,source_snapshot_stage,source_snapshot_note
8b6cf32dc07c4e381e9c07e911172552,2026-05-09,2026-05-15T07:05:40+00:00,CLOSE_PROXY,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE_PRELOCK,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_prelock_comparison.csv,84766db7ef3925b52b61a54038030c95512f551578574a1904f854e29db9de27,,,,,
c5ef0cffcd56de1be6567fbe858fc9ae,2026-05-09,2026-05-15T07:05:40+00:00,CLOSE_PROXY,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE_PRELOCK,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_prelock_comparison.csv,84766db7ef3925b52b61a54038030c95512f551578574a1904f854e29db9de27,,,,,
e0444b98e3d8cd12378192c113c63e83,2026-05-09,2026-05-15T07:05:41+00:00,POST,1391176,La Liga,Real Madrid,Oviedo,BTTS_YES,,OFFICIAL_BASELINE,OFFICIAL_RESULTS,BTTS_YES,,1,1.91,1.91,1.91,0.52356,,vsigma_execution_shortlist_results_ledger.csv,f687a0bd962a454d793d973a4e633e31f533985e1057809c754499070a8edd5c,,,,,
ebe692d3cedb400f3447c032afc26478,2026-05-09,2026-05-15T07:05:41+00:00,POST,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,,OFFICIAL_BASELINE,OFFICIAL_RESULTS,OVER_1_5,,1,1.4,1.4,1.4,0.714286,,vsigma_execution_shortlist_results_ledger.csv,f687a0bd962a454d793d973a4e633e31f533985e1057809c754499070a8edd5c,,,,,
8a905235f312f94e1e730f282c2c475e,2026-05-09,2026-05-15T07:05:41+00:00,POST,1544064,League One,Bradford,Bolton,OVER_1_5,,OFFICIAL_BASELINE,OFFICIAL_RESULTS,OVER_1_5,,1,1.33,1.33,1.33,0.75188,,vsigma_execution_shortlist_results_ledger.csv,f687a0bd962a454d793d973a4e633e31f533985e1057809c754499070a8edd5c,,,,,
533e89fa3d95a2ed9e99edd149b3b21d,2026-05-09,2026-05-15T07:05:41+00:00,POST,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2_RESULTS,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_candidate_v2_results_ledger.csv,dfff7a9d910def33423860233fdc0e2980191bf5123dae671f4dc9fa182a0a51,,,,,
7c01444d8cfccf7e31c87fb0b5b6f5bf,2026-05-09,2026-05-15T07:05:41+00:00,POST,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2_RESULTS,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_candidate_v2_results_ledger.csv,dfff7a9d910def33423860233fdc0e2980191bf5123dae671f4dc9fa182a0a51,,,,,
a928e369907b553d53a7d886754dc61d,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_competition_top.csv,9790db1356aedcc5f343e4fa67ae66ad7e5b912f19b25635c2a787df93005efc,CANONICAL_CAPTURED,1,1,PRE,Canonical captured snapshot preserved during date-scoped rebuild.
dcf3e407f974eae64d9047f99b601f9a,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_competition_top.csv,9790db1356aedcc5f343e4fa67ae66ad7e5b912f19b25635c2a787df93005efc,CANONICAL_CAPTURED,1,1,PRE,Canonical captured snapshot preserved during date-scoped rebuild.
423b925abf784944254062969d9005a8,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_candidate_v2_competition_top.csv,a758476fbc31f463dd368655a7c98334120010518dd63aad649f7031c7fe5212,CANONICAL_CAPTURED,1,1,PRE,Canonical captured snapshot preserved during date-scoped rebuild.
