target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-07-14,2026-07-14T23:30:12+01:00,1554376,UEFA Champions League,World,Drita,Kauno Žalgiris,2026-07-14T19:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554378,UEFA Champions League,World,Gyori ETO FC,Vikingur Reykjavik,2026-07-14T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554380,UEFA Champions League,World,Inter Club d'Escaldes,Lincoln Red Imps FC,2026-07-14T17:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554381,UEFA Champions League,World,KuPS,Vardar Skopje,2026-07-14T16:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554382,UEFA Champions League,World,Larne,Tre Fiori,2026-07-14T20:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554383,UEFA Champions League,World,Levski Sofia,Borac Banja Luka,2026-07-14T18:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554384,UEFA Champions League,World,Riga,Ararat-Armenia,2026-07-14T18:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554379,UEFA Champions League,World,Saburtalo,Flora Tallinn,2026-07-14T17:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554385,UEFA Champions League,World,Shamrock Rovers,Floriana,2026-07-14T20:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554387,UEFA Champions League,World,The New Saints,Sabah FA,2026-07-14T18:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-14,2026-07-14T23:30:12+01:00,1554425,UEFA Europa Conference League,World,La Fiorita,UNA Strassen,2026-07-14T20:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
