target_date,generated_at,section,status,detail,next_action,auto_apply,production_change
2026-06-15,2026-06-16T00:16:49+01:00,operator_gate,NONE,action=NONE; final=NO_OPERATOR_ACTION; risk=NONE; health=ATTENTION; board_rows=1,Use this as the first read; never override BROKEN/NO_BET gates.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,executable_prematch,NONE,no prematch executable rows,"Only rows here can be discussed as prematch executable, still manual-only.",NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,live_only,NONE,no live-only rows,Wait for live trigger confirmation; no chase outside window.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,watchlist,NONE,no watchlist rows,Observation only unless promoted by later gates.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,no_bet,ROWS=1,count=1; top=#1 | NO_BET | Maringá vs Maranhão | market=NO_CLEAR_STAT_MARKET | stake=NO_STAKE | permission=NO | conf=LOW | score=-42,Do not fill ranking from blocked rows.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,api_coverage,OK,rows=1; source_guard=DATED_INPUT_ONLY; API_COVERAGE_GATE_V2=1; permission=NO=1; avg_coverage=15.0; warnings=PARTIAL_RECENT_STATS=1; SHOT_SAMPLE_WEAK=1; CORNER_SAMPLE_WEAK=1; CARD_SAMPLE_WEAK=1,Coverage gaps block promotion; do not infer missing data.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,official_probable_lineups,OK,files=4; rows=97; statuses=UNKNOWN=1; LEARNING_ONLY=1; IMPORTED=6,Probables do not become official; quarantine/learning-only stays non-execution.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,source_reliability_governor,ADVISORY_ONLY,sources=15; verdicts=HOLD_SAMPLE=15; sample_gates=INSUFFICIENT_SAMPLE=15; actions=KEEP_ACTIVE_COLLECT_MORE_DATA=15,Advisory only; no automatic source weight changes.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,automation_health,ATTENTION,system_status=ATTENTION; components=11; severity=OK=6; WARN=1; INFO=4; status_counts=OK=7; CONFIG_EXPECTED=4,"If BROKEN, fix workflow/input before talking picks.",NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,next_triggers_rechecks,DIAGNOSTIC,triggers=3,Use scheduled workflows or trigger bridge; no betting execution.,NO,NO
2026-06-15,2026-06-16T00:16:47+01:00,date_coherence_guard,OK,board_status=daily_board_md=OK; daily_board_csv=OK; mismatch_count=0; missing_core_count=0; trigger_date_counts=2026-06-15=2,All dated artifacts/triggers reviewed by guard are coherent.,NO,NO
2026-06-15,2026-06-16T00:16:47+01:00,upstream_board_input_diagnostic,UPSTREAM_MISSING,first_empty_required_component=real_objective_context_gate; forecast_rows=1; translator_rows=1; board_rows=1,Build missing required upstream component first: real_objective_context_gate.,NO,NO
2026-06-15,2026-06-16T00:16:47+01:00,real_shortlist_recovery_diagnostic,FILTERS_TOO_STRICT_OR_SELECTOR_NOT_RUN,root_cause=scoring has same-day rows but real shortlist/bets outputs are absent or empty; root_scored_same_day_rows=1; real_shortlist_rows=0; real_bet_rows=0; proxy_rows=0,Run/repair real selection step from scored matches into shortlist/bets-only outputs.,NO,NO
2026-06-15,2026-06-16T00:16:47+01:00,local_raw_fixture_discovery,LOCAL_RAW_CANDIDATES_FOUND,files_scanned=1797; accepted_rows=72; rejected_rows=500,"Review accepted rows, then feed normal scoring gates.",NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,raw_candidate_trust_gate,TRUSTED_RAW_SOURCE=67; QUARANTINE_REVIEW=5,rows_reviewed=72; trusted_rows=67; blocked_rows=0; quarantine_rows=5,Only TRUSTED_RAW_SOURCE rows may be considered for scoring; quarantine/rejected rows remain diagnostic only.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,trusted_raw_candidate_promotion_gate,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=66; NOT_TRUSTED_NO_PROMOTION=5; TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=1,rows_reviewed=72; promoted_rows=0; blocked_rows=1; quarantine_rows=66,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,scoring_gap_explainer,MISSING_SCORED_ROW=66; NOT_TRUSTED_SKIPPED=5; SCORED_ROW_NO_DATA_BLOCKED=1,missing_scored_rows=66; no_data_blocked_rows=1; not_trusted_rows=5; promoted_rows=0,Repair scoring/enrichment for trusted raw candidates; no market discussion until rows are scored and non-blocked.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,trusted_raw_scoring_queue,P1_TRUSTED_MISSING_SCORING=66,queue_rows=66; priority_counts=P1_TRUSTED_MISSING_SCORING=66; scoring_needed_counts=YES=66,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,queue_to_enrichment_dry_run,DRY_RUN_ONLY_NO_API_CALLS=66,rows_planned=66; risk_label_counts=MEDIUM=66; estimated_units=330; api_calls_executed=NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,enrichment_cost_approval_gate,WAIT_FOR_MANUAL_APPROVAL,estimated_call_units=330; approval_required=YES; api_calls_allowed=NO; api_calls_executed=NO,UNKNOWN,NO,NO
2026-06-15,2026-06-16T00:16:49+01:00,daily_board_self_heal,NO_ACTION,promoted_rows=0; board_rows_written=0; reason=daily board already has rows,UNKNOWN,NO,NO
