target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-25,2026-06-25T23:55:04+01:00,1534772,1. Division,Kazakhstan,Aktobe Jas,Arys,2026-06-25T14:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1534774,1. Division,Kazakhstan,Jaiyq,Akademiya Ontustik,2026-06-25T14:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1534776,1. Division,Kazakhstan,Kaspij Aktau 2,Tobol 2,2026-06-25T14:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1534775,1. Division,Kazakhstan,Sport Academy Kairat,Khan Tengri,2026-06-25T13:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,QUARANTINE_REVIEW,youth/women/reserve/academy competition requires explicit whitelist before scoring,QUARANTINE_ONLY,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1534778,1. Division,Kazakhstan,Yelimay Semey 2,Turan Turkistan,2026-06-25T13:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1496461,3. Division - Girone 1,Norway,Konnerud,IF Ready,2026-06-25T18:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1496644,3. Division - Girone 2,Norway,Strindheim,Melhus,2026-06-25T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1496822,3. Division - Girone 3,Norway,Austevoll,Fyllingsdalen,2026-06-25T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1496820,3. Division - Girone 3,Norway,Åsane II,Os,2026-06-25T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1497005,3. Division - Girone 4,Norway,Staal Jørpeland,Hinna,2026-06-25T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1497006,3. Division - Girone 4,Norway,Våg,Viking II,2026-06-25T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1497366,3. Division - Girone 6,Norway,Bjørkelangen,Sarpsborg 08 II,2026-06-25T16:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-25,2026-06-25T23:55:04+01:00,1497367,3. Division - Girone 6,Norway,Brumunddal,Gjøvik-Lyn,2026-06-25T18:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
